county,Hazard,fiscalYear,totalSubapplicationAmount,COUNTYNAME
42009,none,2022,0.0,Bedford County
19161,none,2022,0.0,Sac County
13263,none,2022,0.0,Talbot County
36031,none,2022,0.0,Essex County
42031,none,2022,0.0,Clarion County
48033,none,2022,0.0,Borden County
17153,none,2022,0.0,Pulaski County
04017,none,2022,0.0,Navajo County
30111,none,2022,0.0,Yellowstone County
21147,none,2022,0.0,McCreary County
45049,none,2022,0.0,Hampton County
13223,none,2022,0.0,Paulding County
47139,none,2022,0.0,Polk County
36095,none,2022,0.0,Schoharie County
27157,none,2022,0.0,Wabasha County
21099,none,2022,0.0,Hart County
01103,none,2022,0.0,Morgan County
19197,none,2022,0.0,Wright County
47167,none,2022,0.0,Tipton County
55125,none,2022,0.0,Vilas County
39041,none,2022,0.0,Delaware County
29037,none,2022,0.0,Cass County
38097,none,2022,0.0,Traill County
13195,none,2022,0.0,Madison County
47179,none,2022,0.0,Washington County
28129,none,2022,0.0,Smith County
02013,none,2022,0.0,Aleutians East Borough
05065,none,2022,0.0,Izard County
48381,none,2022,0.0,Randall County
39133,none,2022,0.0,Portage County
53005,none,2022,0.0,Benton County
42127,none,2022,0.0,Wayne County
19177,none,2022,0.0,Van Buren County
27153,none,2022,0.0,Todd County
13151,none,2022,0.0,Henry County
27069,none,2022,0.0,Kittson County
06025,none,2022,0.0,Imperial County
37135,none,2022,0.0,Orange County
26055,none,2022,0.0,Grand Traverse County
47115,none,2022,0.0,Marion County
38017,none,2022,0.0,Cass County
51035,none,2022,0.0,Carroll County
13185,none,2022,0.0,Lowndes County
27019,none,2022,0.0,Carver County
18127,none,2022,0.0,Porter County
19077,none,2022,0.0,Guthrie County
13127,none,2022,0.0,Glynn County
15001,none,2022,0.0,Hawaii County
26117,none,2022,0.0,Montcalm County
54071,none,2022,0.0,Pendleton County
12023,none,2022,0.0,Columbia County
38063,none,2022,0.0,Nelson County
29107,none,2022,0.0,Lafayette County
01009,none,2022,0.0,Blount County
55105,none,2022,0.0,Rock County
22037,none,2022,0.0,East Feliciana Parish
29209,none,2022,0.0,Stone County
06033,none,2022,0.0,Lake County
46009,none,2022,0.0,Bon Homme County
20021,none,2022,0.0,Cherokee County
13231,none,2022,0.0,Pike County
17141,none,2022,0.0,Ogle County
48263,none,2022,0.0,Kent County
45073,none,2022,0.0,Oconee County
20015,none,2022,0.0,Butler County
48347,none,2022,0.0,Nacogdoches County
13025,none,2022,0.0,Brantley County
42117,none,2022,0.0,Tioga County
27081,none,2022,0.0,Lincoln County
36039,none,2022,0.0,Greene County
48251,none,2022,0.0,Johnson County
36033,none,2022,0.0,Franklin County
18147,none,2022,0.0,Spencer County
42103,none,2022,0.0,Pike County
48459,none,2022,0.0,Upshur County
47047,none,2022,0.0,Fayette County
21027,none,2022,0.0,Breckinridge County
48451,none,2022,0.0,Tom Green County
46071,none,2022,0.0,Jackson County
01129,none,2022,0.0,Washington County
51105,none,2022,0.0,Lee County
47155,none,2022,0.0,Sevier County
48467,none,2022,0.0,Van Zandt County
28061,none,2022,0.0,Jasper County
34011,none,2022,0.0,Cumberland County
48401,none,2022,0.0,Rusk County
47053,none,2022,0.0,Gibson County
26067,none,2022,0.0,Ionia County
19095,none,2022,0.0,Iowa County
21139,none,2022,0.0,Livingston County
72031,none,2022,0.0,Carolina Municipio
20045,none,2022,0.0,Douglas County
29141,none,2022,0.0,Morgan County
25011,none,2022,0.0,Franklin County
01051,none,2022,0.0,Elmore County
17113,none,2022,0.0,McLean County
37035,none,2022,0.0,Catawba County
45015,none,2022,0.0,Berkeley County
19071,none,2022,0.0,Fremont County
41043,none,2022,0.0,Linn County
18085,none,2022,0.0,Kosciusko County
26123,none,2022,0.0,Newaygo County
01107,none,2022,0.0,Pickens County
36107,none,2022,0.0,Tioga County
41041,none,2022,0.0,Lincoln County
04001,none,2022,0.0,Apache County
36009,none,2022,0.0,Cattaraugus County
51019,none,2022,0.0,Bedford County
21037,none,2022,0.0,Campbell County
36079,none,2022,0.0,Putnam County
06057,none,2022,0.0,Nevada County
47187,none,2022,0.0,Williamson County
55021,none,2022,0.0,Columbia County
37089,none,2022,0.0,Henderson County
36069,none,2022,0.0,Ontario County
26019,none,2022,0.0,Benzie County
13057,none,2022,0.0,Cherokee County
54109,none,2022,0.0,Wyoming County
37097,none,2022,0.0,Iredell County
19025,none,2022,0.0,Calhoun County
20139,none,2022,0.0,Osage County
26089,none,2022,0.0,Leelanau County
51117,none,2022,0.0,Mecklenburg County
39055,none,2022,0.0,Geauga County
24035,none,2022,0.0,Queen Anne's County
29009,none,2022,0.0,Barry County
08045,none,2022,0.0,Garfield County
26147,none,2022,0.0,St. Clair County
24037,none,2022,0.0,St. Mary's County
55013,none,2022,0.0,Burnett County
13095,none,2022,0.0,Dougherty County
48139,none,2022,0.0,Ellis County
18025,none,2022,0.0,Crawford County
26027,none,2022,0.0,Cass County
54011,none,2022,0.0,Cabell County
18035,none,2022,0.0,Delaware County
39127,none,2022,0.0,Perry County
26075,none,2022,0.0,Jackson County
51061,none,2022,0.0,Fauquier County
29165,none,2022,0.0,Platte County
51001,none,2022,0.0,Accomack County
39085,none,2022,0.0,Lake County
51075,none,2022,0.0,Goochland County
01081,none,2022,0.0,Lee County
51171,none,2022,0.0,Shenandoah County
51077,none,2022,0.0,Grayson County
48499,none,2022,0.0,Wood County
55089,none,2022,0.0,Ozaukee County
38081,none,2022,0.0,Sargent County
21089,none,2022,0.0,Greenup County
54063,none,2022,0.0,Monroe County
21103,none,2022,0.0,Henry County
01043,none,2022,0.0,Cullman County
51175,none,2022,0.0,Southampton County
05101,none,2022,0.0,Newton County
48203,none,2022,0.0,Harrison County
51023,none,2022,0.0,Botetourt County
55139,none,2022,0.0,Winnebago County
13215,none,2022,0.0,Muscogee County
51185,none,2022,0.0,Tazewell County
47129,none,2022,0.0,Morgan County
17123,none,2022,0.0,Marshall County
29021,none,2022,0.0,Buchanan County
42019,none,2022,0.0,Butler County
39013,none,2022,0.0,Belmont County
54005,none,2022,0.0,Boone County
36003,none,2022,0.0,Allegany County
18063,none,2022,0.0,Hendricks County
48253,none,2022,0.0,Jones County
17059,none,2022,0.0,Gallatin County
47163,none,2022,0.0,Sullivan County
26133,none,2022,0.0,Osceola County
40081,none,2022,0.0,Lincoln County
21117,none,2022,0.0,Kenton County
12075,none,2022,0.0,Levy County
48479,none,2022,0.0,Webb County
02090,none,2022,0.0,Fairbanks North Star Borough
38013,none,2022,0.0,Burke County
29029,none,2022,0.0,Camden County
26157,none,2022,0.0,Tuscola County
26093,none,2022,0.0,Livingston County
06105,none,2022,0.0,Trinity County
26061,none,2022,0.0,Houghton County
55073,none,2022,0.0,Marathon County
22105,none,2022,0.0,Tangipahoa Parish
39165,none,2022,0.0,Warren County
45077,none,2022,0.0,Pickens County
01049,none,2022,0.0,DeKalb County
17157,none,2022,0.0,Randolph County
12055,none,2022,0.0,Highlands County
37179,none,2022,0.0,Union County
39023,none,2022,0.0,Clark County
16055,none,2022,0.0,Kootenai County
48289,none,2022,0.0,Leon County
17071,none,2022,0.0,Henderson County
05007,none,2022,0.0,Benton County
17067,none,2022,0.0,Hancock County
48135,none,2022,0.0,Ector County
36015,none,2022,0.0,Chemung County
06089,none,2022,0.0,Shasta County
28125,none,2022,0.0,Sharkey County
36115,none,2022,0.0,Washington County
15009,none,2022,0.0,Maui County
13245,none,2022,0.0,Richmond County
02188,none,2022,0.0,Northwest Arctic Borough
24013,none,2022,0.0,Carroll County
54013,none,2022,0.0,Calhoun County
38049,none,2022,0.0,McHenry County
12085,none,2022,0.0,Martin County
12019,none,2022,0.0,Clay County
26037,none,2022,0.0,Clinton County
27025,none,2022,0.0,Chisago County
13145,none,2022,0.0,Harris County
47061,none,2022,0.0,Grundy County
29071,none,2022,0.0,Franklin County
51097,none,2022,0.0,King and Queen County
17027,none,2022,0.0,Clinton County
26121,none,2022,0.0,Muskegon County
05125,none,2022,0.0,Saline County
55131,none,2022,0.0,Washington County
23025,none,2022,0.0,Somerset County
06113,none,2022,0.0,Yolo County
41019,none,2022,0.0,Douglas County
51700,none,2022,0.0,Newport News city
50009,none,2022,0.0,Essex County
18111,none,2022,0.0,Newton County
37151,none,2022,0.0,Randolph County
39003,none,2022,0.0,Allen County
01037,none,2022,0.0,Coosa County
12063,none,2022,0.0,Jackson County
49057,none,2022,0.0,Weber County
18039,none,2022,0.0,Elkhart County
53073,none,2022,0.0,Whatcom County
48329,none,2022,0.0,Midland County
55001,none,2022,0.0,Adams County
27145,none,2022,0.0,Stearns County
51089,none,2022,0.0,Henry County
16027,none,2022,0.0,Canyon County
40113,none,2022,0.0,Osage County
36063,none,2022,0.0,Niagara County
33017,none,2022,0.0,Strafford County
54077,none,2022,0.0,Preston County
72113,none,2022,0.0,Ponce Municipio
27143,none,2022,0.0,Sibley County
55127,none,2022,0.0,Walworth County
26127,none,2022,0.0,Oceana County
05135,none,2022,0.0,Sharp County
08035,none,2022,0.0,Douglas County
42115,none,2022,0.0,Susquehanna County
39093,none,2022,0.0,Lorain County
01095,none,2022,0.0,Marshall County
34033,none,2022,0.0,Salem County
01061,none,2022,0.0,Geneva County
47149,none,2022,0.0,Rutherford County
29049,none,2022,0.0,Clinton County
47009,none,2022,0.0,Blount County
01117,none,2022,0.0,Shelby County
51157,none,2022,0.0,Rappahannock County
42015,none,2022,0.0,Bradford County
38079,none,2022,0.0,Rolette County
08053,none,2022,0.0,Hinsdale County
36105,none,2022,0.0,Sullivan County
36089,none,2022,0.0,St. Lawrence County
22073,none,2022,0.0,Ouachita Parish
36111,none,2022,0.0,Ulster County
36101,none,2022,0.0,Steuben County
39015,none,2022,0.0,Brown County
42055,none,2022,0.0,Franklin County
13011,none,2022,0.0,Banks County
29215,none,2022,0.0,Texas County
48367,none,2022,0.0,Parker County
48375,none,2022,0.0,Potter County
55019,none,2022,0.0,Clark County
27045,none,2022,0.0,Fillmore County
26009,none,2022,0.0,Antrim County
36091,none,2022,0.0,Saratoga County
01055,none,2022,0.0,Etowah County
26063,none,2022,0.0,Huron County
37125,none,2022,0.0,Moore County
48231,none,2022,0.0,Hunt County
36007,none,2022,0.0,Broome County
45007,none,2022,0.0,Anderson County
48213,none,2022,0.0,Henderson County
26159,none,2022,0.0,Van Buren County
17019,none,2022,0.0,Champaign County
37033,none,2022,0.0,Caswell County
42007,none,2022,0.0,Beaver County
19043,none,2022,0.0,Clayton County
48423,none,2022,0.0,Smith County
54003,none,2022,0.0,Berkeley County
26115,none,2022,0.0,Monroe County
55007,none,2022,0.0,Bayfield County
27079,none,2022,0.0,Le Sueur County
13221,none,2022,0.0,Oglethorpe County
48441,none,2022,0.0,Taylor County
72127,none,2022,0.0,San Juan Municipio
37131,none,2022,0.0,Northampton County
51037,none,2022,0.0,Charlotte County
13021,none,2022,0.0,Bibb County
05143,none,2022,0.0,Washington County
51115,none,2022,0.0,Mathews County
28047,none,2022,0.0,Harrison County
36053,none,2022,0.0,Madison County
39139,none,2022,0.0,Richland County
01101,none,2022,0.0,Montgomery County
44003,none,2022,0.0,Kent County
26025,none,2022,0.0,Calhoun County
36065,none,2022,0.0,Oneida County
08101,none,2022,0.0,Pueblo County
27171,none,2022,0.0,Wright County
29183,none,2022,0.0,St. Charles County
26145,none,2022,0.0,Saginaw County
26001,none,2022,0.0,Alcona County
54043,none,2022,0.0,Lincoln County
01127,none,2022,0.0,Walker County
12053,none,2022,0.0,Hernando County
01125,none,2022,0.0,Tuscaloosa County
51013,none,2022,0.0,Arlington County
23003,none,2022,0.0,Aroostook County
37159,none,2022,0.0,Rowan County
55095,none,2022,0.0,Polk County
48181,none,2022,0.0,Grayson County
26161,none,2022,0.0,Washtenaw County
26021,none,2022,0.0,Berrien County
50007,none,2022,0.0,Chittenden County
17117,none,2022,0.0,Macoupin County
55059,none,2022,0.0,Kenosha County
48485,none,2022,0.0,Wichita County
55083,none,2022,0.0,Oconto County
01015,none,2022,0.0,Calhoun County
18095,none,2022,0.0,Madison County
20087,none,2022,0.0,Jefferson County
19023,none,2022,0.0,Butler County
40027,none,2022,0.0,Cleveland County
36043,none,2022,0.0,Herkimer County
36121,none,2022,0.0,Wyoming County
42129,none,2022,0.0,Westmoreland County
29047,none,2022,0.0,Clay County
08077,none,2022,0.0,Mesa County
27163,none,2022,0.0,Washington County
35013,none,2022,0.0,Do\'c3\'b1a Ana County
36085,none,2022,0.0,Richmond County
13139,none,2022,0.0,Hall County
26151,none,2022,0.0,Sanilac County
18163,none,2022,0.0,Vanderburgh County
51125,none,2022,0.0,Nelson County
18057,none,2022,0.0,Hamilton County
55087,none,2022,0.0,Outagamie County
46125,none,2022,0.0,Turner County
20177,none,2022,0.0,Shawnee County
09015,none,2022,0.0,Windham County
24017,none,2022,0.0,Charles County
31153,none,2022,0.0,Sarpy County
26139,none,2022,0.0,Ottawa County
34037,none,2022,0.0,Sussex County
37063,none,2022,0.0,Durham County
20209,none,2022,0.0,Wyandotte County
36093,none,2022,0.0,Schenectady County
06095,none,2022,0.0,Solano County
06047,none,2022,0.0,Merced County
55101,none,2022,0.0,Racine County
06107,none,2022,0.0,Tulare County
26077,none,2022,0.0,Kalamazoo County
04015,none,2022,0.0,Mohave County
29099,none,2022,0.0,Jefferson County
51015,none,2022,0.0,Augusta County
36087,none,2022,0.0,Rockland County
12015,none,2022,0.0,Charlotte County
36051,none,2022,0.0,Livingston County
51031,none,2022,0.0,Campbell County
36025,none,2022,0.0,Delaware County
06007,none,2022,0.0,Butte County
12061,none,2022,0.0,Indian River County
51107,none,2022,0.0,Loudoun County
13063,none,2022,0.0,Clayton County
36027,none,2022,0.0,Dutchess County
02164,none,2022,0.0,Lake and Peninsula Borough
33003,none,2022,0.0,Carroll County
51153,none,2022,0.0,Prince William County
24025,none,2022,0.0,Harford County
01115,none,2022,0.0,St. Clair County
48303,none,2022,0.0,Lubbock County
17111,none,2022,0.0,McHenry County
06041,none,2022,0.0,Marin County
37021,none,2022,0.0,Buncombe County
36117,none,2022,0.0,Wayne County
25015,none,2022,0.0,Hampshire County
12097,none,2022,0.0,Osceola County
27003,none,2022,0.0,Anoka County
36071,none,2022,0.0,Orange County
54015,none,2022,0.0,Clay County
12091,none,2022,0.0,Okaloosa County
51163,none,2022,0.0,Rockbridge County
51143,none,2022,0.0,Pittsylvania County
08067,none,2022,0.0,La Plata County
12069,none,2022,0.0,Lake County
48309,none,2022,0.0,McLennan County
34015,none,2022,0.0,Gloucester County
42021,none,2022,0.0,Cambria County
51165,none,2022,0.0,Rockingham County
10005,none,2022,0.0,Sussex County
09011,none,2022,0.0,New London County
48027,none,2022,0.0,Bell County
55133,none,2022,0.0,Waukesha County
51053,none,2022,0.0,Dinwiddie County
08013,none,2022,0.0,Boulder County
06079,none,2022,0.0,San Luis Obispo County
51081,none,2022,0.0,Greensville County
23017,none,2022,0.0,Oxford County
48157,none,2022,0.0,Fort Bend County
21067,none,2022,0.0,Fayette County
48491,none,2022,0.0,Williamson County
27037,none,2022,0.0,Dakota County
22017,none,2022,0.0,Caddo Parish
34031,none,2022,0.0,Passaic County
12033,none,2022,0.0,Escambia County
37067,none,2022,0.0,Forsyth County
51087,none,2022,0.0,Henrico County
17163,none,2022,0.0,St. Clair County
39151,none,2022,0.0,Stark County
27137,none,2022,0.0,St. Louis County
21119,none,2022,0.0,Knott County
53011,none,2022,0.0,Clark County
18141,none,2022,0.0,St. Joseph County
27021,none,2022,0.0,Cass County
01089,none,2022,0.0,Madison County
29510,none,2022,0.0,St. Louis city
45083,none,2022,0.0,Spartanburg County
02185,none,2022,0.0,North Slope Borough
48141,none,2022,0.0,El Paso County
54039,none,2022,0.0,Kanawha County
48355,none,2022,0.0,Nueces County
18089,none,2022,0.0,Lake County
20091,none,2022,0.0,Johnson County
26049,none,2022,0.0,Genesee County
34005,none,2022,0.0,Burlington County
12081,none,2022,0.0,Manatee County
06083,none,2022,0.0,Santa Barbara County
12017,none,2022,0.0,Citrus County
08001,none,2022,0.0,Adams County
42049,none,2022,0.0,Erie County
48085,none,2022,0.0,Collin County
39095,none,2022,0.0,Lucas County
23005,none,2022,0.0,Cumberland County
10003,none,2022,0.0,New Castle County
45045,none,2022,0.0,Greenville County
17089,none,2022,0.0,Kane County
34007,none,2022,0.0,Camden County
01097,none,2022,0.0,Mobile County
53063,none,2022,0.0,Spokane County
34039,none,2022,0.0,Union County
13135,none,2022,0.0,Gwinnett County
08005,none,2022,0.0,Arapahoe County
18003,none,2022,0.0,Allen County
12127,none,2022,0.0,Volusia County
06097,none,2022,0.0,Sonoma County
47093,none,2022,0.0,Knox County
33011,none,2022,0.0,Hillsborough County
12115,none,2022,0.0,Sarasota County
25013,none,2022,0.0,Hampden County
12021,none,2022,0.0,Collier County
17097,none,2022,0.0,Lake County
48121,none,2022,0.0,Denton County
35001,none,2022,0.0,Bernalillo County
06111,none,2022,0.0,Ventura County
25001,none,2022,0.0,Barnstable County
13067,none,2022,0.0,Cobb County
06019,none,2022,0.0,Fresno County
53061,none,2022,0.0,Snohomish County
06077,none,2022,0.0,San Joaquin County
17197,none,2022,0.0,Will County
42045,none,2022,0.0,Delaware County
39113,none,2022,0.0,Montgomery County
36005,none,2022,0.0,Bronx County
06013,none,2022,0.0,Contra Costa County
12071,none,2022,0.0,Lee County
12009,none,2022,0.0,Brevard County
36067,none,2022,0.0,Onondaga County
36055,none,2022,0.0,Monroe County
04019,none,2022,0.0,Pima County
26099,none,2022,0.0,Macomb County
31055,none,2022,0.0,Douglas County
12105,none,2022,0.0,Polk County
48269,none,2022,0.0,King County
13121,none,2022,0.0,Fulton County
29095,none,2022,0.0,Jackson County
24033,none,2022,0.0,Prince George's County
48205,none,2022,0.0,Hartley County
55079,none,2022,0.0,Milwaukee County
39061,none,2022,0.0,Hamilton County
06001,none,2022,0.0,Alameda County
12095,none,2022,0.0,Orange County
36047,none,2022,0.0,Kings County
36059,none,2022,0.0,Nassau County
12057,none,2022,0.0,Hillsborough County
26125,none,2022,0.0,Oakland County
06085,none,2022,0.0,Santa Clara County
48439,none,2022,0.0,Tarrant County
32003,none,2022,0.0,Clark County
48113,none,2022,0.0,Dallas County
06073,none,2022,0.0,San Diego County
51670,none,2023,0.0,Hopewell city
72115,none,2023,0.0,Quebradillas Municipio
72117,none,2023,0.0,Rinc\'c3\'b3n Municipio
51735,none,2023,0.0,Poquoson city
51720,none,2023,0.0,Norton city
51690,none,2023,0.0,Martinsville city
72121,none,2023,0.0,Sabana Grande Municipio
51678,none,2023,0.0,Lexington city
51640,none,2023,0.0,Galax city
48301,none,2023,0.0,Loving County
51620,none,2023,0.0,Franklin city
51595,none,2023,0.0,Emporia city
72125,none,2023,0.0,San Germ\'c3\'a1n Municipio
51580,none,2023,0.0,Covington city
51570,none,2023,0.0,Colonial Heights city
51530,none,2023,0.0,Buena Vista city
72085,none,2023,0.0,Las Piedras Municipio
48431,none,2023,0.0,Sterling County
02230,none,2023,0.0,Skagway Municipality
02220,none,2023,0.0,Sitka City and Borough
72001,none,2023,0.0,Adjuntas Municipio
72089,none,2023,0.0,Luquillo Municipio
72079,none,2023,0.0,Lajas Municipio
72093,none,2023,0.0,Maricao Municipio
72095,none,2023,0.0,Maunabo Municipio
72067,none,2023,0.0,Hormigueros Municipio
72051,none,2023,0.0,Dorado Municipio
72049,none,2023,0.0,Culebra Municipio
72045,none,2023,0.0,Comer\'c3\'ado Municipio
72039,none,2023,0.0,Ciales Municipio
72027,none,2023,0.0,Camuy Municipio
72019,none,2023,0.0,Barranquitas Municipio
72015,none,2023,0.0,Arroyo Municipio
72109,none,2023,0.0,Patillas Municipio
72111,none,2023,0.0,Pe\'c3\'b1uelas Municipio
72007,none,2023,0.0,Aguas Buenas Municipio
72003,none,2023,0.0,Aguada Municipio
48413,none,2023,0.0,Schleicher County
72083,none,2023,0.0,Las Mar\'c3\'adas Municipio
48003,none,2023,0.0,Andrews County
48023,none,2023,0.0,Baylor County
20071,none,2023,0.0,Greeley County
72131,none,2023,0.0,San Sebasti\'c3\'a1n Municipio
78020,none,2023,0.0,St. John Island
72147,none,2023,0.0,Vieques Municipio
72151,none,2023,0.0,Yabucoa Municipio
30109,none,2023,0.0,Wibaux County
15005,none,2023,0.0,Kalawao County
48105,none,2023,0.0,Crockett County
72077,none,2023,0.0,Juncos Municipio
72009,none,2023,0.0,Aibonito Municipio
72037,none,2023,0.0,Ceiba Municipio
72105,none,2023,0.0,Naranjito Municipio
72081,none,2023,0.0,Lares Municipio
48357,none,2023,0.0,Ochiltree County
72011,none,2023,0.0,A\'c3\'b1asco Municipio
72065,none,2023,0.0,Hatillo Municipio
72043,none,2023,0.0,Coamo Municipio
51750,none,2023,0.0,Radford city
51775,none,2023,0.0,Salem city
02150,none,2023,0.0,Kodiak Island Borough
48495,none,2023,0.0,Winkler County
51820,none,2023,0.0,Waynesboro city
72107,none,2023,0.0,Orocovis Municipio
72133,none,2023,0.0,Santa Isabel Municipio
48475,none,2023,0.0,Ward County
48211,none,2023,0.0,Hemphill County
48075,none,2023,0.0,Childress County
72153,none,2023,0.0,Yauco Municipio
72075,none,2023,0.0,Juana D\'c3\'adaz Municipio
31113,none,2023,0.0,Logan County
72143,none,2023,0.0,Vega Alta Municipio
22125,none,2023,0.0,West Feliciana Parish
06003,none,2023,0.0,Alpine County
13109,none,2023,0.0,Evans County
48383,none,2023,0.0,Reagan County
48371,none,2023,0.0,Pecos County
72047,none,2023,0.0,Corozal Municipio
72041,none,2023,0.0,Cidra Municipio
48079,none,2023,0.0,Cochran County
21057,none,2023,0.0,Cumberland County
31007,none,2023,0.0,Banner County
08113,none,2023,0.0,San Miguel County
48247,none,2023,0.0,Jim Hogg County
48117,none,2023,0.0,Deaf Smith County
48283,none,2023,0.0,La Salle County
72091,none,2023,0.0,Manat\'c3\'ad Municipio
32021,none,2023,0.0,Mineral County
72071,none,2023,0.0,Isabela Municipio
48155,none,2023,0.0,Foard County
48435,none,2023,0.0,Sutton County
32033,none,2023,0.0,White Pine County
49029,none,2023,0.0,Morgan County
48389,none,2023,0.0,Reeves County
48227,none,2023,0.0,Howard County
72129,none,2023,0.0,San Lorenzo Municipio
48505,none,2023,0.0,Zapata County
56017,none,2023,0.0,Hot Springs County
32013,none,2023,0.0,Humboldt County
28039,none,2023,0.0,George County
20067,none,2023,0.0,Grant County
20171,none,2023,0.0,Scott County
53023,none,2023,0.0,Garfield County
13017,none,2023,0.0,Ben Hill County
48393,none,2023,0.0,Roberts County
21005,none,2023,0.0,Anderson County
48507,none,2023,0.0,Zavala County
16071,none,2023,0.0,Oneida County
72119,none,2023,0.0,R\'c3\'ado Grande Municipio
48103,none,2023,0.0,Crane County
21053,none,2023,0.0,Clinton County
48043,none,2023,0.0,Brewster County
30023,none,2023,0.0,Deer Lodge County
48111,none,2023,0.0,Dallam County
31071,none,2023,0.0,Garfield County
35011,none,2023,0.0,De Baca County
48137,none,2023,0.0,Edwards County
31091,none,2023,0.0,Hooker County
53013,none,2023,0.0,Columbia County
13141,none,2023,0.0,Hancock County
48115,none,2023,0.0,Dawson County
20175,none,2023,0.0,Seward County
08081,none,2023,0.0,Moffat County
49017,none,2023,0.0,Garfield County
56033,none,2023,0.0,Sheridan County
56045,none,2023,0.0,Weston County
48487,none,2023,0.0,Wilbarger County
48341,none,2023,0.0,Moore County
02068,none,2023,0.0,Denali Borough
46029,none,2023,0.0,Codington County
48169,none,2023,0.0,Garza County
08065,none,2023,0.0,Lake County
72054,none,2023,0.0,Florida Municipio
48109,none,2023,0.0,Culberson County
46117,none,2023,0.0,Stanley County
30001,none,2023,0.0,Beaverhead County
46035,none,2023,0.0,Davison County
30021,none,2023,0.0,Dawson County
48165,none,2023,0.0,Gaines County
56043,none,2023,0.0,Washakie County
56007,none,2023,0.0,Carbon County
21213,none,2023,0.0,Simpson County
35041,none,2023,0.0,Roosevelt County
13249,none,2023,0.0,Schley County
48101,none,2023,0.0,Cottle County
21221,none,2023,0.0,Trigg County
13165,none,2023,0.0,Jenkins County
48273,none,2023,0.0,Kleberg County
48501,none,2023,0.0,Yoakum County
72063,none,2023,0.0,Gurabo Municipio
48047,none,2023,0.0,Brooks County
21217,none,2023,0.0,Taylor County
56031,none,2023,0.0,Platte County
20055,none,2023,0.0,Finney County
30065,none,2023,0.0,Musselshell County
13239,none,2023,0.0,Quitman County
16065,none,2023,0.0,Madison County
13237,none,2023,0.0,Putnam County
72141,none,2023,0.0,Utuado Municipio
42093,none,2023,0.0,Montour County
72029,none,2023,0.0,Can\'c3\'b3vanas Municipio
20189,none,2023,0.0,Stevens County
30069,none,2023,0.0,Petroleum County
48267,none,2023,0.0,Kimble County
13161,none,2023,0.0,Jeff Davis County
20181,none,2023,0.0,Sherman County
13023,none,2023,0.0,Bleckley County
72149,none,2023,0.0,Villalba Municipio
72087,none,2023,0.0,Lo\'c3\'adza Municipio
27113,none,2023,0.0,Pennington County
30025,none,2023,0.0,Fallon County
72135,none,2023,0.0,Toa Alta Municipio
13235,none,2023,0.0,Pulaski County
08007,none,2023,0.0,Archuleta County
22065,none,2023,0.0,Madison Parish
37075,none,2023,0.0,Graham County
13043,none,2023,0.0,Candler County
21231,none,2023,0.0,Wayne County
22081,none,2023,0.0,Red River Parish
56019,none,2023,0.0,Johnson County
72053,none,2023,0.0,Fajardo Municipio
48429,none,2023,0.0,Stephens County
13265,none,2023,0.0,Taliaferro County
48057,none,2023,0.0,Calhoun County
21153,none,2023,0.0,Magoffin County
72103,none,2023,0.0,Naguabo Municipio
56009,none,2023,0.0,Converse County
30059,none,2023,0.0,Meagher County
72101,none,2023,0.0,Morovis Municipio
21055,none,2023,0.0,Crittenden County
08027,none,2023,0.0,Custer County
48445,none,2023,0.0,Terry County
49001,none,2023,0.0,Beaver County
48415,none,2023,0.0,Scurry County
48173,none,2023,0.0,Glasscock County
72059,none,2023,0.0,Guayanilla Municipio
21167,none,2023,0.0,Mercer County
37139,none,2023,0.0,Pasquotank County
21129,none,2023,0.0,Lee County
20057,none,2023,0.0,Ford County
13283,none,2023,0.0,Treutlen County
32015,none,2023,0.0,Lander County
48127,none,2023,0.0,Dimmit County
51099,none,2023,0.0,King George County
37143,none,2023,0.0,Perquimans County
38071,none,2023,0.0,Ramsey County
46135,none,2023,0.0,Yankton County
21239,none,2023,0.0,Woodford County
53003,none,2023,0.0,Asotin County
13181,none,2023,0.0,Lincoln County
06015,none,2023,0.0,Del Norte County
48017,none,2023,0.0,Bailey County
13273,none,2023,0.0,Terrell County
28071,none,2023,0.0,Lafayette County
17185,none,2023,0.0,Wabash County
48353,none,2023,0.0,Nolan County
21181,none,2023,0.0,Nicholas County
54069,none,2023,0.0,Ohio County
48335,none,2023,0.0,Mitchell County
20075,none,2023,0.0,Hamilton County
31105,none,2023,0.0,Kimball County
13009,none,2023,0.0,Baldwin County
30035,none,2023,0.0,Glacier County
08099,none,2023,0.0,Prowers County
48197,none,2023,0.0,Hardeman County
31013,none,2023,0.0,Box Butte County
30093,none,2023,0.0,Silver Bow County
21209,none,2023,0.0,Scott County
49025,none,2023,0.0,Kane County
48307,none,2023,0.0,McCulloch County
48087,none,2023,0.0,Collingsworth County
21189,none,2023,0.0,Owsley County
37199,none,2023,0.0,Yancey County
21065,none,2023,0.0,Estill County
51790,none,2023,0.0,Staunton city
16053,none,2023,0.0,Jerome County
13201,none,2023,0.0,Miller County
35009,none,2023,0.0,Curry County
31103,none,2023,0.0,Keya Paha County
13293,none,2023,0.0,Upson County
46027,none,2023,0.0,Clay County
28027,none,2023,0.0,Coahoma County
31145,none,2023,0.0,Red Willow County
30041,none,2023,0.0,Hill County
48171,none,2023,0.0,Gillespie County
20145,none,2023,0.0,Pawnee County
13085,none,2023,0.0,Dawson County
13253,none,2023,0.0,Seminole County
