county,Hazard,fiscalYear,totalSubapplicationAmount,COUNTYNAME
08047,none,2023,0.0,Gilpin County
48195,none,2023,0.0,Hansford County
49009,none,2023,0.0,Daggett County
29157,none,2023,0.0,Perry County
35029,none,2023,0.0,Luna County
13001,none,2023,0.0,Appling County
02240,none,2023,0.0,Southeast Fairbanks Census Area
37041,none,2023,0.0,Chowan County
46005,none,2023,0.0,Beadle County
48063,none,2023,0.0,Camp County
22035,none,2023,0.0,East Carroll Parish
30097,none,2023,0.0,Sweet Grass County
41027,none,2023,0.0,Hood River County
20169,none,2023,0.0,Saline County
48125,none,2023,0.0,Dickens County
48465,none,2023,0.0,Val Verde County
21051,none,2023,0.0,Clay County
08079,none,2023,0.0,Mineral County
72145,none,2023,0.0,Vega Baja Municipio
13251,none,2023,0.0,Screven County
08075,none,2023,0.0,Logan County
05091,none,2023,0.0,Miller County
21035,none,2023,0.0,Calloway County
53021,none,2023,0.0,Franklin County
72139,none,2023,0.0,Trujillo Alto Municipio
30073,none,2023,0.0,Pondera County
35023,none,2023,0.0,Hidalgo County
51840,none,2023,0.0,Winchester city
20203,none,2023,0.0,Wichita County
20111,none,2023,0.0,Lyon County
08071,none,2023,0.0,Las Animas County
21001,none,2023,0.0,Adair County
48011,none,2023,0.0,Armstrong County
21161,none,2023,0.0,Mason County
41013,none,2023,0.0,Crook County
40057,none,2023,0.0,Harmon County
35007,none,2023,0.0,Colfax County
20151,none,2023,0.0,Pratt County
13005,none,2023,0.0,Bacon County
25019,none,2023,0.0,Nantucket County
51683,none,2023,0.0,Manassas city
31033,none,2023,0.0,Cheyenne County
16059,none,2023,0.0,Lemhi County
49023,none,2023,0.0,Juab County
16025,none,2023,0.0,Camas County
30027,none,2023,0.0,Fergus County
30083,none,2023,0.0,Richland County
19179,none,2023,0.0,Wapello County
37043,none,2023,0.0,Clay County
72057,none,2023,0.0,Guayama Municipio
21097,none,2023,0.0,Harrison County
20193,none,2023,0.0,Thomas County
72023,none,2023,0.0,Cabo Rojo Municipio
13065,none,2023,0.0,Clinch County
35037,none,2023,0.0,Quay County
28105,none,2023,0.0,Oktibbeha County
38069,none,2023,0.0,Pierce County
22067,none,2023,0.0,Morehouse Parish
08011,none,2023,0.0,Bent County
05043,none,2023,0.0,Drew County
48179,none,2023,0.0,Gray County
30101,none,2023,0.0,Toole County
39101,none,2023,0.0,Marion County
16077,none,2023,0.0,Power County
35051,none,2023,0.0,Sierra County
48433,none,2023,0.0,Stonewall County
13187,none,2023,0.0,Lumpkin County
31005,none,2023,0.0,Arthur County
46019,none,2023,0.0,Butte County
40153,none,2023,0.0,Woodward County
13177,none,2023,0.0,Lee County
29001,none,2023,0.0,Adair County
18031,none,2023,0.0,Decatur County
48235,none,2023,0.0,Irion County
31017,none,2023,0.0,Brown County
35047,none,2023,0.0,San Miguel County
08115,none,2023,0.0,Sedgwick County
20195,none,2023,0.0,Trego County
20039,none,2023,0.0,Decatur County
47185,none,2023,0.0,White County
48377,none,2023,0.0,Presidio County
20109,none,2023,0.0,Logan County
21003,none,2023,0.0,Allen County
29117,none,2023,0.0,Livingston County
56015,none,2023,0.0,Goshen County
29105,none,2023,0.0,Laclede County
21021,none,2023,0.0,Boyle County
13035,none,2023,0.0,Butts County
47101,none,2023,0.0,Lewis County
51630,none,2023,0.0,Fredericksburg city
21033,none,2023,0.0,Caldwell County
48463,none,2023,0.0,Uvalde County
20011,none,2023,0.0,Bourbon County
16031,none,2023,0.0,Cassia County
54073,none,2023,0.0,Pleasants County
21079,none,2023,0.0,Garrard County
29123,none,2023,0.0,Madison County
48219,none,2023,0.0,Hockley County
13213,none,2023,0.0,Murray County
28159,none,2023,0.0,Winston County
35019,none,2023,0.0,Guadalupe County
72035,none,2023,0.0,Cayey Municipio
49047,none,2023,0.0,Uintah County
21031,none,2023,0.0,Butler County
19101,none,2023,0.0,Jefferson County
13311,none,2023,0.0,White County
05055,none,2023,0.0,Greene County
27071,none,2023,0.0,Koochiching County
31001,none,2023,0.0,Adams County
21101,none,2023,0.0,Henderson County
28043,none,2023,0.0,Grenada County
29079,none,2023,0.0,Grundy County
31149,none,2023,0.0,Rock County
19041,none,2023,0.0,Clay County
48489,none,2023,0.0,Willacy County
40139,none,2023,0.0,Texas County
46013,none,2023,0.0,Brown County
28099,none,2023,0.0,Neshoba County
21113,none,2023,0.0,Jessamine County
40029,none,2023,0.0,Coal County
72069,none,2023,0.0,Humacao Municipio
13149,none,2023,0.0,Heard County
48437,none,2023,0.0,Swisher County
13099,none,2023,0.0,Early County
18161,none,2023,0.0,Union County
46129,none,2023,0.0,Walworth County
48045,none,2023,0.0,Briscoe County
30105,none,2023,0.0,Valley County
30071,none,2023,0.0,Phillips County
20187,none,2023,0.0,Stanton County
53017,none,2023,0.0,Douglas County
51045,none,2023,0.0,Craig County
28083,none,2023,0.0,Leflore County
48131,none,2023,0.0,Duval County
47177,none,2023,0.0,Warren County
48425,none,2023,0.0,Somervell County
16021,none,2023,0.0,Boundary County
48411,none,2023,0.0,San Saba County
21173,none,2023,0.0,Montgomery County
40123,none,2023,0.0,Pontotoc County
05077,none,2023,0.0,Lee County
27147,none,2023,0.0,Steele County
40055,none,2023,0.0,Greer County
20005,none,2023,0.0,Atchison County
48153,none,2023,0.0,Floyd County
28001,none,2023,0.0,Adams County
29065,none,2023,0.0,Dent County
48391,none,2023,0.0,Refugio County
32001,none,2023,0.0,Churchill County
48449,none,2023,0.0,Titus County
35028,none,2023,0.0,Los Alamos County
55078,none,2023,0.0,Menominee County
08111,none,2023,0.0,San Juan County
48271,none,2023,0.0,Kinney County
38001,none,2023,0.0,Adams County
13189,none,2023,0.0,McDuffie County
06069,none,2023,0.0,San Benito County
48249,none,2023,0.0,Jim Wells County
48025,none,2023,0.0,Bee County
46011,none,2023,0.0,Brookings County
19127,none,2023,0.0,Marshall County
51187,none,2023,0.0,Warren County
21087,none,2023,0.0,Green County
05079,none,2023,0.0,Lincoln County
29171,none,2023,0.0,Putnam County
31117,none,2023,0.0,McPherson County
54097,none,2023,0.0,Upshur County
13061,none,2023,0.0,Clay County
16009,none,2023,0.0,Benewah County
30085,none,2023,0.0,Roosevelt County
13105,none,2023,0.0,Elbert County
12027,none,2023,0.0,DeSoto County
47169,none,2023,0.0,Trousdale County
05139,none,2023,0.0,Union County
19187,none,2023,0.0,Webster County
20167,none,2023,0.0,Russell County
16051,none,2023,0.0,Jefferson County
46007,none,2023,0.0,Bennett County
18107,none,2023,0.0,Montgomery County
48175,none,2023,0.0,Goliad County
20093,none,2023,0.0,Kearny County
31175,none,2023,0.0,Valley County
13229,none,2023,0.0,Pierce County
35053,none,2023,0.0,Socorro County
51007,none,2023,0.0,Amelia County
30107,none,2023,0.0,Wheatland County
13243,none,2023,0.0,Randolph County
05011,none,2023,0.0,Bradley County
35059,none,2023,0.0,Union County
48191,none,2023,0.0,Hall County
05103,none,2023,0.0,Ouachita County
19051,none,2023,0.0,Davis County
16007,none,2023,0.0,Bear Lake County
17065,none,2023,0.0,Hamilton County
46069,none,2023,0.0,Hyde County
48069,none,2023,0.0,Castro County
47075,none,2023,0.0,Haywood County
49013,none,2023,0.0,Duchesne County
38027,none,2023,0.0,Eddy County
26153,none,2023,0.0,Schoolcraft County
20137,none,2023,0.0,Norton County
06049,none,2023,0.0,Modoc County
48129,none,2023,0.0,Donley County
08091,none,2023,0.0,Ouray County
31171,none,2023,0.0,Thomas County
18009,none,2023,0.0,Blackford County
26095,none,2023,0.0,Luce County
20023,none,2023,0.0,Cheyenne County
28147,none,2023,0.0,Walthall County
02290,none,2023,0.0,Yukon-Koyukuk Census Area
08009,none,2023,0.0,Baca County
06027,none,2023,0.0,Inyo County
48237,none,2023,0.0,Jack County
22123,none,2023,0.0,West Carroll Parish
56035,none,2023,0.0,Sublette County
48319,none,2023,0.0,Mason County
17159,none,2023,0.0,Richland County
40005,none,2023,0.0,Atoka County
31043,none,2023,0.0,Dakota County
27149,none,2023,0.0,Stevens County
38003,none,2023,0.0,Barnes County
29159,none,2023,0.0,Pettis County
13133,none,2023,0.0,Greene County
48443,none,2023,0.0,Terrell County
21025,none,2023,0.0,Breathitt County
13049,none,2023,0.0,Charlton County
37173,none,2023,0.0,Swain County
17009,none,2023,0.0,Brown County
08055,none,2023,0.0,Huerfano County
48323,none,2023,0.0,Maverick County
19175,none,2023,0.0,Union County
31119,none,2023,0.0,Madison County
06035,none,2023,0.0,Lassen County
39039,none,2023,0.0,Defiance County
31045,none,2023,0.0,Dawes County
17127,none,2023,0.0,Massac County
27007,none,2023,0.0,Beltrami County
05113,none,2023,0.0,Polk County
21201,none,2023,0.0,Robertson County
49031,none,2023,0.0,Piute County
12065,none,2023,0.0,Jefferson County
20153,none,2023,0.0,Rawlins County
39047,none,2023,0.0,Fayette County
21127,none,2023,0.0,Lawrence County
13167,none,2023,0.0,Johnson County
48007,none,2023,0.0,Aransas County
16041,none,2023,0.0,Franklin County
26007,none,2023,0.0,Alpena County
27013,none,2023,0.0,Blue Earth County
31185,none,2023,0.0,York County
29129,none,2023,0.0,Mercer County
20061,none,2023,0.0,Geary County
13091,none,2023,0.0,Dodge County
28025,none,2023,0.0,Clay County
48333,none,2023,0.0,Mills County
21237,none,2023,0.0,Wolfe County
51520,none,2023,0.0,Bristol city
41065,none,2023,0.0,Wasco County
40065,none,2023,0.0,Jackson County
48143,none,2023,0.0,Erath County
22025,none,2023,0.0,Catahoula Parish
47175,none,2023,0.0,Van Buren County
31137,none,2023,0.0,Phelps County
13287,none,2023,0.0,Turner County
31073,none,2023,0.0,Gosper County
18017,none,2023,0.0,Cass County
19135,none,2023,0.0,Monroe County
08051,none,2023,0.0,Gunnison County
27047,none,2023,0.0,Freeborn County
31095,none,2023,0.0,Jefferson County
20123,none,2023,0.0,Mitchell County
48477,none,2023,0.0,Washington County
48189,none,2023,0.0,Hale County
27099,none,2023,0.0,Mower County
19039,none,2023,0.0,Clarke County
40105,none,2023,0.0,Nowata County
48503,none,2023,0.0,Young County
21175,none,2023,0.0,Morgan County
18069,none,2023,0.0,Huntington County
53075,none,2023,0.0,Whitman County
05057,none,2023,0.0,Hempstead County
18079,none,2023,0.0,Jennings County
39141,none,2023,0.0,Ross County
22041,none,2023,0.0,Franklin Parish
48455,none,2023,0.0,Trinity County
12067,none,2023,0.0,Lafayette County
28053,none,2023,0.0,Humphreys County
38105,none,2023,0.0,Williams County
31179,none,2023,0.0,Wayne County
13291,none,2023,0.0,Union County
47003,none,2023,0.0,Bedford County
28003,none,2023,0.0,Alcorn County
19063,none,2023,0.0,Emmet County
53037,none,2023,0.0,Kittitas County
46015,none,2023,0.0,Brule County
08033,none,2023,0.0,Dolores County
30007,none,2023,0.0,Broadwater County
20065,none,2023,0.0,Graham County
72033,none,2023,0.0,Cata\'c3\'b1o Municipio
28153,none,2023,0.0,Wayne County
13257,none,2023,0.0,Stephens County
47153,none,2023,0.0,Sequatchie County
27041,none,2023,0.0,Douglas County
19117,none,2023,0.0,Lucas County
21171,none,2023,0.0,Monroe County
54091,none,2023,0.0,Taylor County
49007,none,2023,0.0,Carbon County
20027,none,2023,0.0,Clay County
47137,none,2023,0.0,Pickett County
20009,none,2023,0.0,Barton County
16033,none,2023,0.0,Clark County
54065,none,2023,0.0,Morgan County
13173,none,2023,0.0,Lanier County
29181,none,2023,0.0,Ripley County
48315,none,2023,0.0,Marion County
18023,none,2023,0.0,Clinton County
16035,none,2023,0.0,Clearwater County
06043,none,2023,0.0,Mariposa County
29227,none,2023,0.0,Worth County
38019,none,2023,0.0,Cavalier County
48279,none,2023,0.0,Lamb County
21215,none,2023,0.0,Spencer County
40151,none,2023,0.0,Woods County
05127,none,2023,0.0,Scott County
01011,none,2023,0.0,Bullock County
12129,none,2023,0.0,Wakulla County
05121,none,2023,0.0,Randolph County
13317,none,2023,0.0,Wilkes County
53071,none,2023,0.0,Walla Walla County
27031,none,2023,0.0,Cook County
29199,none,2023,0.0,Scotland County
13301,none,2023,0.0,Warren County
21009,none,2023,0.0,Barren County
18083,none,2023,0.0,Knox County
05081,none,2023,0.0,Little River County
28103,none,2023,0.0,Noxubee County
08025,none,2023,0.0,Crowley County
12077,none,2023,0.0,Liberty County
48421,none,2023,0.0,Sherman County
54049,none,2023,0.0,Marion County
27169,none,2023,0.0,Winona County
05123,none,2023,0.0,St. Francis County
28007,none,2023,0.0,Attala County
21229,none,2023,0.0,Washington County
27167,none,2023,0.0,Wilkin County
32009,none,2023,0.0,Esmeralda County
18049,none,2023,0.0,Fulton County
48083,none,2023,0.0,Coleman County
26137,none,2023,0.0,Otsego County
19003,none,2023,0.0,Adams County
22075,none,2023,0.0,Plaquemines Parish
56041,none,2023,0.0,Uinta County
21041,none,2023,0.0,Carroll County
19123,none,2023,0.0,Mahaska County
48317,none,2023,0.0,Martin County
21187,none,2023,0.0,Owen County
40035,none,2023,0.0,Craig County
53001,none,2023,0.0,Adams County
01105,none,2023,0.0,Perry County
28163,none,2023,0.0,Yazoo County
05019,none,2023,0.0,Clark County
22127,none,2023,0.0,Winn Parish
20133,none,2023,0.0,Neosho County
51159,none,2023,0.0,Richmond County
40019,none,2023,0.0,Carter County
28079,none,2023,0.0,Leake County
28055,none,2023,0.0,Issaquena County
13227,none,2023,0.0,Pickens County
12029,none,2023,0.0,Dixie County
18103,none,2023,0.0,Miami County
13155,none,2023,0.0,Irwin County
55037,none,2023,0.0,Florence County
40009,none,2023,0.0,Beckham County
35039,none,2023,0.0,Rio Arriba County
19139,none,2023,0.0,Muscatine County
08019,none,2023,0.0,Clear Creek County
47023,none,2023,0.0,Chester County
49037,none,2023,0.0,San Juan County
18071,none,2023,0.0,Jackson County
51047,none,2023,0.0,Culpeper County
08063,none,2023,0.0,Kit Carson County
45087,none,2023,0.0,Union County
48373,none,2023,0.0,Polk County
30091,none,2023,0.0,Sheridan County
05039,none,2023,0.0,Dallas County
18177,none,2023,0.0,Wayne County
17177,none,2023,0.0,Stephenson County
13183,none,2023,0.0,Long County
26039,none,2023,0.0,Crawford County
47045,none,2023,0.0,Dyer County
21151,none,2023,0.0,Madison County
51830,none,2023,0.0,Williamsburg city
40141,none,2023,0.0,Tillman County
05067,none,2023,0.0,Jackson County
48051,none,2023,0.0,Burleson County
13101,none,2023,0.0,Echols County
18021,none,2023,0.0,Clay County
29175,none,2023,0.0,Randolph County
18115,none,2023,0.0,Ohio County
47007,none,2023,0.0,Bledsoe County
48265,none,2023,0.0,Kerr County
18165,none,2023,0.0,Vermillion County
30053,none,2023,0.0,Lincoln County
16029,none,2023,0.0,Caribou County
40121,none,2023,0.0,Pittsburg County
55031,none,2023,0.0,Douglas County
31101,none,2023,0.0,Keith County
37113,none,2023,0.0,Macon County
37111,none,2023,0.0,McDowell County
28117,none,2023,0.0,Prentiss County
12133,none,2023,0.0,Washington County
28021,none,2023,0.0,Claiborne County
40127,none,2023,0.0,Pushmataha County
37117,none,2023,0.0,Martin County
18145,none,2023,0.0,Shelby County
17081,none,2023,0.0,Jefferson County
46121,none,2023,0.0,Todd County
48119,none,2023,0.0,Delta County
30075,none,2023,0.0,Powder River County
20029,none,2023,0.0,Cloud County
13259,none,2023,0.0,Stewart County
41021,none,2023,0.0,Gilliam County
47067,none,2023,0.0,Hancock County
28115,none,2023,0.0,Pontotoc County
47049,none,2023,0.0,Fentress County
27077,none,2023,0.0,Lake of the Woods County
48207,none,2023,0.0,Haskell County
48177,none,2023,0.0,Gonzales County
51610,none,2023,0.0,Falls Church city
47135,none,2023,0.0,Perry County
13147,none,2023,0.0,Hart County
31127,none,2023,0.0,Nemaha County
38011,none,2023,0.0,Bowman County
17171,none,2023,0.0,Scott County
20047,none,2023,0.0,Edwards County
27133,none,2023,0.0,Rock County
19137,none,2023,0.0,Montgomery County
05059,none,2023,0.0,Hot Spring County
26073,none,2023,0.0,Isabella County
27155,none,2023,0.0,Traverse County
31069,none,2023,0.0,Garden County
29217,none,2023,0.0,Vernon County
27027,none,2023,0.0,Clay County
08083,none,2023,0.0,Montezuma County
47117,none,2023,0.0,Marshall County
13159,none,2023,0.0,Jasper County
18183,none,2023,0.0,Whitley County
45065,none,2023,0.0,McCormick County
38093,none,2023,0.0,Stutsman County
26165,none,2023,0.0,Wexford County
48405,none,2023,0.0,San Augustine County
48447,none,2023,0.0,Throckmorton County
45061,none,2023,0.0,Lee County
48363,none,2023,0.0,Palo Pinto County
38009,none,2023,0.0,Bottineau County
35031,none,2023,0.0,McKinley County
29161,none,2023,0.0,Phelps County
47091,none,2023,0.0,Johnson County
49033,none,2023,0.0,Rich County
39149,none,2023,0.0,Shelby County
26083,none,2023,0.0,Keweenaw County
45069,none,2023,0.0,Marlboro County
29011,none,2023,0.0,Barton County
18139,none,2023,0.0,Rush County
48403,none,2023,0.0,Sabine County
48223,none,2023,0.0,Hopkins County
27161,none,2023,0.0,Waseca County
13129,none,2023,0.0,Gordon County
13007,none,2023,0.0,Baker County
29053,none,2023,0.0,Cooper County
27023,none,2023,0.0,Chippewa County
72123,none,2023,0.0,Salinas Municipio
21179,none,2023,0.0,Nelson County
21105,none,2023,0.0,Hickman County
24041,none,2023,0.0,Talbot County
13211,none,2023,0.0,Morgan County
35017,none,2023,0.0,Grant County
21063,none,2023,0.0,Elliott County
18077,none,2023,0.0,Jefferson County
21047,none,2023,0.0,Christian County
20037,none,2023,0.0,Crawford County
39073,none,2023,0.0,Hocking County
29147,none,2023,0.0,Nodaway County
47103,none,2023,0.0,Lincoln County
55003,none,2023,0.0,Ashland County
21211,none,2023,0.0,Shelby County
46095,none,2023,0.0,Mellette County
13307,none,2023,0.0,Webster County
31147,none,2023,0.0,Richardson County
51131,none,2023,0.0,Northampton County
40061,none,2023,0.0,Haskell County
39119,none,2023,0.0,Muskingum County
17107,none,2023,0.0,Logan County
22039,none,2023,0.0,Evangeline Parish
20199,none,2023,0.0,Wallace County
21207,none,2023,0.0,Russell County
13125,none,2023,0.0,Glascock County
48163,none,2023,0.0,Frio County
29007,none,2023,0.0,Audrain County
22011,none,2023,0.0,Beauregard Parish
47171,none,2023,0.0,Unicoi County
29195,none,2023,0.0,Saline County
19015,none,2023,0.0,Boone County
17079,none,2023,0.0,Jasper County
13197,none,2023,0.0,Marion County
22121,none,2023,0.0,West Baton Rouge Parish
21109,none,2023,0.0,Jackson County
22047,none,2023,0.0,Iberville Parish
27125,none,2023,0.0,Red Lake County
16063,none,2023,0.0,Lincoln County
19067,none,2023,0.0,Floyd County
20105,none,2023,0.0,Lincoln County
12045,none,2023,0.0,Gulf County
47097,none,2023,0.0,Lauderdale County
20127,none,2023,0.0,Morris County
48313,none,2023,0.0,Madison County
46097,none,2023,0.0,Miner County
16011,none,2023,0.0,Bingham County
47111,none,2023,0.0,Macon County
05025,none,2023,0.0,Cleveland County
05027,none,2023,0.0,Columbia County
31081,none,2023,0.0,Hamilton County
31135,none,2023,0.0,Perkins County
31029,none,2023,0.0,Chase County
21155,none,2023,0.0,Marion County
