county,Hazard,totalSubapplicationAmount,Hazard_color
48245,Severe storm,700000.0,FFFF00
48253,Flooding,931141.06,00AAFF
48259,Flooding,15260340.64,00AAFF
48261,Flooding,84000.0,00AAFF
48261,Severe storm,252000.0,FFFF00
48285,Flooding,34580177.86,00AAFF
48297,Flooding,966855.0,00AAFF
48321,Flooding,4090688.4,00AAFF
48321,Infrastructure failure,6637090.95,884DFF
48325,Flooding,2444648.3899999997,00AAFF
48339,Flooding,63615370.45,00AAFF
48351,Flooding,88000.0,00AAFF
48361,Flooding,79620763.26,00AAFF
48363,Flooding,525000.0,00AAFF
48363,Severe storm,414614.0,FFFF00
48367,Flooding,525000.0,00AAFF
48367,Severe storm,109883.9,FFFF00
48397,Extreme temperature,1741334.0,CC5500
48409,Flooding,150000.0,00AAFF
48417,Flooding,931141.06,00AAFF
48429,Severe storm,414614.0,FFFF00
48439,Dam/Levee break,7863325.0,00AAFF
48439,Drought,11578413.0,CC5500
48439,Flooding,136220254.46,00AAFF
48439,Infrastructure failure,60529777.0,884DFF
48441,Flooding,931141.06,00AAFF
48453,Dam/Levee break,110511674.0,00AAFF
48453,Extreme temperature,964570.0,CC5500
48453,Flooding,32475894.48,00AAFF
48469,Drought,6334031.24,CC5500
48469,Flooding,3816234.02,00AAFF
48479,Flooding,999555.0,00AAFF
48481,Flooding,5839131.16,00AAFF
48481,Tropical cyclone (Hurricane/Typhoon),601315.0,00AAFF
48491,Flooding,9445710.0,00AAFF
48493,Flooding,3453316.0,00AAFF
48493,Severe storm,60000.0,FFFF00
48497,Infrastructure failure,553067.0,884DFF
48503,Severe storm,414614.0,FFFF00
49001,Flooding,155000.0,00AAFF
49001,Infrastructure failure,54000.0,884DFF
49003,Earthquake,11549950.0,FFFFFF
49005,Earthquake,16530047.73,FFFFFF
49005,Flooding,1023199.0,00AAFF
49005,Landslide/Debris flow,554404.0,644117
49007,Flooding,45000.0,00AAFF
49011,Earthquake,143827415.69,FFFFFF
49011,Infrastructure failure,8101700.0,884DFF
49011,Severe storm,13816523.22,FFFF00
49013,Flooding,45000.0,00AAFF
49015,Flooding,90000.0,00AAFF
49017,Flooding,46350.0,00AAFF
49019,Flooding,942200.0,00AAFF
49023,Flooding,3600013.0,00AAFF
49025,Flooding,46350.0,00AAFF
49025,Infrastructure failure,379500.0,884DFF
49029,Earthquake,407930.0,FFFFFF
49035,Dam/Levee break,444800.0,00AAFF
49035,Drought,61441304.23,CC5500
49035,Earthquake,203013949.74,FFFFFF
49035,Fire,699883.8,FF1919
49035,Flooding,81991601.34,00AAFF
49035,Infrastructure failure,149173315.98,884DFF
49035,Landslide/Debris flow,336000.0,644117
49035,Severe storm,2417341.6,FFFF00
49037,Drought,30000.0,CC5500
49037,Flooding,942200.0,00AAFF
49039,Drought,2026000.0,CC5500
49039,Flooding,75000.0,00AAFF
49041,Flooding,660000.0,00AAFF
49041,Landslide/Debris flow,203000.0,644117
49045,Drought,3129000.0,CC5500
49045,Earthquake,50000.0,FFFFFF
49045,Flooding,98622.8,00AAFF
49045,Infrastructure failure,1186440.0,884DFF
49047,Dam/Levee break,75000.0,00AAFF
49047,Flooding,20000.0,00AAFF
49049,Dam/Levee break,120805645.8,00AAFF
49049,Drought,66666666.67,CC5500
49049,Earthquake,12152875.64,FFFFFF
49049,Fire,650806.4,FF1919
49049,Flooding,154666297.41,00AAFF
49049,Infrastructure failure,217352.0,884DFF
49049,Landslide/Debris flow,69716777.75,644117
49049,Severe storm,6412259.68,FFFF00
49049,Winter storm,2475500.0,A0E6FF
49053,Flooding,2218308.0,00AAFF
49057,Earthquake,256346.66,FFFFFF
49057,Flooding,606720.0,00AAFF
49057,Infrastructure failure,40354.0,884DFF
50001,Flooding,627073.65,00AAFF
50001,Severe storm,31500.0,FFFF00
50005,Flooding,157500.0,00AAFF
50007,Flooding,87150.0,00AAFF
50007,Landslide/Debris flow,25830.0,644117
50011,Infrastructure failure,131775.0,884DFF
50015,Flooding,378053.55,00AAFF
50015,Infrastructure failure,39375.0,884DFF
50017,Dam/Levee break,1000279.88,00AAFF
50017,Flooding,816073.65,00AAFF
50017,Severe storm,107296.0,FFFF00
50019,Flooding,78750.0,00AAFF
50021,Flooding,502635.0,00AAFF
50021,Severe storm,16800.0,FFFF00
50023,Dam/Levee break,1000279.88,00AAFF
50023,Extreme temperature,312060.02,CC5500
50023,Fire,1683547.15,FF1919
50023,Flooding,4414604.71,00AAFF
50023,Landslide/Debris flow,267155.0,644117
50025,Flooding,195510.0,00AAFF
50025,Infrastructure failure,64050.0,884DFF
50027,Flooding,3220093.0,00AAFF
50027,Severe storm,263425.05,FFFF00
51001,Infrastructure failure,126700.0,884DFF
51003,Drought,121331973.0,CC5500
51003,Flooding,1149084.0,00AAFF
51003,Severe storm,1463437.0,FFFF00
51005,Severe storm,3000000.0,FFFF00
51013,Infrastructure failure,534372.0,884DFF
51019,Severe storm,4274408.0,FFFF00
51023,Infrastructure failure,157395.0,884DFF
51029,Flooding,44000.0,00AAFF
51031,Flooding,1438000.0,00AAFF
51035,Infrastructure failure,18015251.0,884DFF
51036,Tornado,78750.0,4F666A
51041,Flooding,240080.0,00AAFF
51041,Infrastructure failure,33081513.0,884DFF
51041,Severe storm,29106750.0,FFFF00
51045,Severe storm,3000000.0,FFFF00
51053,Infrastructure failure,3747297.0,884DFF
51059,Flooding,26848579.8,00AAFF
51059,Infrastructure failure,43254.75,884DFF
51059,Severe storm,12092.0,FFFF00
51063,Flooding,100000.0,00AAFF
51065,Flooding,44000.0,00AAFF
51067,Flooding,2551126.0,00AAFF
51067,Infrastructure failure,2734692.0,884DFF
51073,Flooding,1270850.0,00AAFF
51073,Tropical cyclone (Hurricane/Typhoon),157500.0,00AAFF
51079,Drought,89830000.0,CC5500
51079,Flooding,73000000.0,00AAFF
51079,Infrastructure failure,73000000.0,884DFF
51087,Flooding,5643116.0,00AAFF
51087,Infrastructure failure,26912058.14,884DFF
51093,Flooding,920240.0,00AAFF
51097,Flooding,1270850.0,00AAFF
51097,Tropical cyclone (Hurricane/Typhoon),157500.0,00AAFF
51101,Severe storm,81900.0,FFFF00
51103,Infrastructure failure,2310000.0,884DFF
51105,Flooding,302000.0,00AAFF
51105,Landslide/Debris flow,682600.0,644117
51107,Fire,115270.0,FF1919
51107,Flooding,6247712.0,00AAFF
51113,Drought,89830000.0,CC5500
51113,Flooding,73000000.0,00AAFF
51113,Infrastructure failure,73000000.0,884DFF
51119,Flooding,1270850.0,00AAFF
51119,Tropical cyclone (Hurricane/Typhoon),157500.0,00AAFF
51121,Flooding,100000.0,00AAFF
51127,Tornado,78750.0,4F666A
51133,Infrastructure failure,2310000.0,884DFF
51135,Severe storm,98794.0,FFFF00
51141,Infrastructure failure,18015251.0,884DFF
51143,Severe storm,246000.0,FFFF00
51149,Infrastructure failure,3747297.0,884DFF
51153,Flooding,3464629.0,00AAFF
51155,Flooding,100000.0,00AAFF
51159,Flooding,3707771.0,00AAFF
51161,Flooding,291531.0,00AAFF
51171,Flooding,236722.0,00AAFF
51177,Dam/Levee break,100000.0,00AAFF
51179,Flooding,19564316.0,00AAFF
51181,Flooding,920240.0,00AAFF
51193,Flooding,3707771.0,00AAFF
51195,Flooding,302000.0,00AAFF
51195,Landslide/Debris flow,682600.0,644117
51197,Infrastructure failure,18015251.0,884DFF
51199,Flooding,854372.0,00AAFF
51510,Flooding,330728611.0,00AAFF
51510,Severe storm,1875000.0,FFFF00
51540,Drought,121331973.0,CC5500
51540,Flooding,1105084.0,00AAFF
51540,Severe storm,1463437.0,FFFF00
51550,Flooding,14910045.0,00AAFF
51550,Severe storm,351750.0,FFFF00
51570,Flooding,240080.0,00AAFF
51600,Severe storm,12092.0,FFFF00
51630,Dam/Levee break,100000.0,00AAFF
51650,Flooding,20888472.0,00AAFF
51650,Winter storm,517500.0,A0E6FF
51685,Flooding,3306187.0,00AAFF
51700,Flooding,987000.0,00AAFF
51710,Flooding,16514993.31,00AAFF
51730,Infrastructure failure,3747297.0,884DFF
51740,Dam/Levee break,25633125.0,00AAFF
51740,Flooding,32075625.0,00AAFF
51750,Flooding,100000.0,00AAFF
51760,Dam/Levee break,112953893.0,00AAFF
51760,Flooding,27497177.0,00AAFF
51760,Infrastructure failure,28425192.14,884DFF
51770,Flooding,567031.0,00AAFF
51775,Flooding,241531.0,00AAFF
51800,Flooding,920240.0,00AAFF
51810,Flooding,259215834.0,00AAFF
51810,Severe storm,439929.0,FFFF00
53007,Flooding,158000.0,00AAFF
53009,Drought,29986688.0,CC5500
53009,Flooding,86410.0,00AAFF
53011,Earthquake,27673104.0,FFFFFF
53027,Earthquake,16854034.0,FFFFFF
53027,Flooding,134891951.70999998,00AAFF
53027,Tsunami,290975.0,00AAFF
53033,Dam/Levee break,131271.0,00AAFF
53033,Earthquake,164652092.95,FFFFFF
53033,Extreme temperature,15545986.93,CC5500
53033,Fire,970646.8,FF1919
53033,Flooding,7351261.23,00AAFF
53033,Landslide/Debris flow,3470510.0,644117
53033,Severe storm,2318150.0,FFFF00
53035,Earthquake,1985000.0,FFFFFF
53035,Flooding,262286.85,00AAFF
53035,Infrastructure failure,1100000.0,884DFF
53037,Flooding,19425517.779999997,00AAFF
53039,Fire,1320742.5,FF1919
53043,Fire,94124.0,FF1919
53045,Severe storm,8326884.94,FFFF00
53047,Fire,107678.56,FF1919
53049,Drought,112350.0,CC5500
53049,Tsunami,354488.4,00AAFF
53053,Dam/Levee break,131271.0,00AAFF
53053,Earthquake,36351216.0,FFFFFF
53053,Fire,84000.0,FF1919
53053,Flooding,24013291.19,00AAFF
53053,Landslide/Debris flow,504826.35,644117
53053,Tsunami,938383.74,00AAFF
53053,Uncategorized,655399.64,FFFFFF
53055,Landslide/Debris flow,920682.9,644117
53057,Earthquake,2018393.0,FFFFFF
53057,Fire,380087.0,FF1919
53057,Flooding,367772.19,00AAFF
53057,Landslide/Debris flow,1419726.71,644117
53057,Severe storm,513211.0,FFFF00
53061,Earthquake,20729000.0,FFFFFF
53061,Fire,1305810.9,FF1919
53061,Flooding,425000.0,00AAFF
53061,Severe storm,1088929.0,FFFF00
53065,Fire,94124.0,FF1919
53067,Earthquake,300000.0,FFFFFF
53067,Extreme temperature,424975.0,CC5500
53067,Flooding,451112.18,00AAFF
53067,Severe storm,21929914.89,FFFF00
53071,Earthquake,7542040.0,FFFFFF
53071,Fire,500000.0,FF1919
53073,Earthquake,2018393.0,FFFFFF
53073,Flooding,16141772.57,00AAFF
53077,Fire,434100.0,FF1919
53077,Flooding,2151437.4,00AAFF
54003,Flooding,225000.0,00AAFF
54011,Flooding,80319000.0,00AAFF
54023,Flooding,118376.6,00AAFF
54031,Flooding,118376.6,00AAFF
54033,Flooding,99482.24,00AAFF
54039,Flooding,17765077.85,00AAFF
54055,Flooding,500000.0,00AAFF
54061,Flooding,8531000.0,00AAFF
54067,Flooding,6000000.0,00AAFF
54071,Flooding,118376.6,00AAFF
54099,Flooding,72312840.0,00AAFF
55001,Flooding,46339.97,00AAFF
55001,Tornado,41956.16,4F666A
55003,Flooding,94386.68,00AAFF
55003,Landslide/Debris flow,39060.0,644117
55005,Tornado,16214839.34,4F666A
55007,Flooding,933480.34,00AAFF
55007,Landslide/Debris flow,1568525.49,644117
55009,Infrastructure failure,10085630.0,884DFF
55009,Winter storm,49125.92,A0E6FF
55011,Winter storm,32931.2,A0E6FF
55013,Fire,45407.59,FF1919
55013,Tornado,4887792.0,4F666A
55015,Flooding,55735.05,00AAFF
55017,Flooding,51240.0,00AAFF
55017,Tornado,40564271.239999995,4F666A
55019,Tornado,8580285.76,4F666A
55021,Flooding,7961519.45,00AAFF
55023,Flooding,505972.6,00AAFF
55023,Severe storm,119736.79999999999,FFFF00
55023,Tornado,5688423.0,4F666A
55025,Flooding,18377260.67,00AAFF
55025,Infrastructure failure,22593.56,884DFF
55025,Severe storm,121794.35,FFFF00
55027,Flooding,45806.59,00AAFF
55031,Flooding,1037306.79,00AAFF
55033,Flooding,51240.0,00AAFF
55033,Tornado,51420.0,4F666A
55033,Winter storm,32931.2,A0E6FF
55035,Flooding,51240.0,00AAFF
55035,Tornado,40564271.239999995,4F666A
55039,Flooding,656775.0,00AAFF
55039,Tornado,46814.59,4F666A
55041,Flooding,343130.78,00AAFF
55041,Severe storm,41881.12,FFFF00
55041,Tornado,42000.0,4F666A
55043,Flooding,210000.0,00AAFF
55043,Severe storm,59987.6,FFFF00
55043,Tornado,82051701.57,4F666A
55047,Severe storm,33878.4,FFFF00
55049,Flooding,210000.0,00AAFF
55049,Severe storm,30000.0,FFFF00
55049,Tornado,41773028.0,4F666A
55053,Flooding,59972.7,00AAFF
55053,Tornado,11182903.14,4F666A
55055,Flooding,295475.25,00AAFF
55057,Flooding,108465.0,00AAFF
55057,Tornado,14484105.67,4F666A
55059,Infrastructure failure,56819000.0,884DFF
55059,Severe storm,13324532.0,FFFF00
55061,Extreme temperature,33719.06,CC5500
55063,Flooding,164985.49,00AAFF
55063,Tornado,7089493.65,4F666A
55065,Flooding,504061.26,00AAFF
55065,Tornado,75733497.09,4F666A
55067,Tornado,41484.48,4F666A
55069,Tornado,42000.0,4F666A
55071,Flooding,748735.05,00AAFF
55073,Tornado,21966391.279999997,4F666A
55073,Winter storm,123694.67,A0E6FF
55075,Infrastructure failure,1088726.12,884DFF
55075,Severe storm,38473.63,FFFF00
55075,Tornado,30864.28,4F666A
55077,Flooding,190044.75,00AAFF
55078,Severe storm,1146445.77,FFFF00
55079,Infrastructure failure,3963352.77,884DFF
55081,Flooding,164972.59,00AAFF
55081,Tornado,11232633.67,4F666A
55083,Infrastructure failure,1088726.12,884DFF
55083,Tornado,30864.28,4F666A
55085,Severe storm,41881.12,FFFF00
55085,Tornado,42000.0,4F666A
55087,Infrastructure failure,10085630.0,884DFF
55087,Severe storm,35176.45,FFFF00
55087,Winter storm,49125.92,A0E6FF
55089,Flooding,60000.0,00AAFF
55089,Severe storm,63000.0,FFFF00
55091,Winter storm,32931.2,A0E6FF
55093,Flooding,255651.79,00AAFF
55095,Tornado,4887792.0,4F666A
55097,Flooding,315139.97,00AAFF
55097,Severe storm,46474.38,FFFF00
55097,Tornado,8427461.55,4F666A
55099,Tornado,4741102.37,4F666A
55101,Infrastructure failure,1754289.52,884DFF
55101,Severe storm,3362544.0,FFFF00
55103,Flooding,446478.26,00AAFF
55103,Tornado,5704122.0,4F666A
55105,Flooding,85194.56,00AAFF
55107,Tornado,13270225.31,4F666A
55109,Flooding,192675.0,00AAFF
55109,Tornado,1666735.0,4F666A
55111,Flooding,7879939.7,00AAFF
55113,Severe storm,84000.0,FFFF00
55113,Tornado,12777091.28,4F666A
55115,Tornado,41484.48,4F666A
55117,Infrastructure failure,12140247.85,884DFF
55119,Tornado,21882906.799999997,4F666A
55119,Winter storm,123694.67,A0E6FF
55121,Flooding,61975.62,00AAFF
55121,Tornado,7089493.65,4F666A
55123,Flooding,1089577.71,00AAFF
55123,Severe storm,59749.2,FFFF00
55123,Tornado,16936755.67,4F666A
55125,Tornado,42000.0,4F666A
55129,Fire,45407.59,FF1919
55129,Severe storm,84000.0,FFFF00
55129,Tornado,16537812.25,4F666A
55131,Severe storm,63000.0,FFFF00
55133,Flooding,267750.0,00AAFF
55133,Severe storm,875000.0,FFFF00
55135,Severe storm,46474.38,FFFF00
55137,Severe storm,46474.38,FFFF00
55139,Flooding,150675.0,00AAFF
55141,Flooding,46339.97,00AAFF
56003,Flooding,44895.0,00AAFF
56005,Flooding,250000.0,00AAFF
56007,Flooding,2362558.0,00AAFF
56009,Infrastructure failure,47696.58,884DFF
56013,Flooding,3126985.0,00AAFF
56013,Severe storm,1208950.0,FFFF00
56015,Infrastructure failure,23855700.0,884DFF
56021,Dam/Levee break,4515000.0,00AAFF
56021,Drought,1147890.0,CC5500
56021,Fire,1039003.0,FF1919
56021,Flooding,8237985.25,00AAFF
56021,Infrastructure failure,472465.0,884DFF
56025,Flooding,22212892.22,00AAFF
56025,Infrastructure failure,47696.58,884DFF
56029,Flooding,100000.0,00AAFF
56033,Flooding,784468.65,00AAFF
56037,Flooding,669193.0,00AAFF
66010,Earthquake,22660014.67,FFFFFF
66010,Fire,288750.0,FF1919
66010,Flooding,6993599.2,00AAFF
66010,Infrastructure failure,23925557.5,884DFF
66010,Severe storm,1564532.9,FFFF00
66010,Tropical cyclone (Hurricane/Typhoon),13017093.46,00AAFF
72005,Flooding,9788085.3,00AAFF
72017,Flooding,15749999.0,00AAFF
72021,Flooding,1253654.0,00AAFF
72021,Severe storm,2100000.0,FFFF00
72021,Tropical cyclone (Hurricane/Typhoon),44805537.33,00AAFF
72025,Severe storm,2100000.0,FFFF00
72025,Tropical cyclone (Hurricane/Typhoon),8013512.33,00AAFF
72031,Severe storm,2100000.0,FFFF00
72031,Tropical cyclone (Hurricane/Typhoon),8013512.33,00AAFF
72033,Severe storm,2100000.0,FFFF00
72033,Tropical cyclone (Hurricane/Typhoon),8013512.33,00AAFF
72054,Flooding,15749999.0,00AAFF
72055,Flooding,26995150.0,00AAFF
72061,Severe storm,2000000.0,FFFF00
72061,Tropical cyclone (Hurricane/Typhoon),768625.0,00AAFF
72071,Flooding,9788085.3,00AAFF
72073,Flooding,23100000.0,00AAFF
72099,Severe storm,9961720.18,FFFF00
72127,Flooding,82323602.16,00AAFF
72127,Infrastructure failure,10662750.0,884DFF
72127,Severe storm,63485372.64,FFFF00
72127,Tropical cyclone (Hurricane/Typhoon),44036912.33,00AAFF
72137,Flooding,21000000.0,00AAFF
72139,Severe storm,2100000.0,FFFF00
72139,Tropical cyclone (Hurricane/Typhoon),8013512.33,00AAFF
72153,Flooding,26995150.0,00AAFF
78010,Infrastructure failure,946918.5,884DFF
78010,Severe storm,91500.0,FFFF00
78020,Tropical cyclone (Hurricane/Typhoon),308386.0,00AAFF
78030,Tropical cyclone (Hurricane/Typhoon),41157144.0,00AAFF
