,date,variable,value
332,2001-07-01,France_cpi,-0.208205756276795
333,2001-08-01,France_cpi,0.0
334,2001-09-01,France_cpi,0.184094256259198
335,2001-10-01,France_cpi,0.0612519906897043
336,2001-11-01,France_cpi,-0.269343780607259
337,2001-12-01,France_cpi,0.122759636631476
338,2002-01-01,France_cpi,0.465914664051008
339,2002-02-01,France_cpi,0.122040517451808
340,2002-03-01,France_cpi,0.43881033642125
341,2002-04-01,France_cpi,0.3762135922329949
342,2002-05-01,France_cpi,0.1209043646475769
343,2002-06-01,France_cpi,-0.0120758362516725
344,2002-07-01,France_cpi,0.0
345,2002-08-01,France_cpi,0.2294685990338179
346,2002-09-01,France_cpi,0.1807446680323
347,2002-10-01,France_cpi,0.156362761606924
348,2002-11-01,France_cpi,0.0
349,2002-12-01,France_cpi,0.1681277771105989
350,2003-01-01,France_cpi,0.191823522359435
351,2003-02-01,France_cpi,0.6940289577599649
352,2003-03-01,France_cpi,0.404040404040399
353,2003-04-01,France_cpi,-0.1420286424428769
354,2003-05-01,France_cpi,-0.118525542254369
355,2003-06-01,France_cpi,0.189865907203043
356,2003-07-01,France_cpi,-0.106597181096768
357,2003-08-01,France_cpi,0.237135404315865
358,2003-09-01,France_cpi,0.3785190442394109
359,2003-10-01,France_cpi,0.212114070233328
360,2003-11-01,France_cpi,0.117591721542803
361,2003-12-01,France_cpi,0.10570824524313
362,2004-01-01,France_cpi,0.0
363,2004-02-01,France_cpi,0.422386483632529
364,2004-03-01,France_cpi,0.397242668536039
365,2004-04-01,France_cpi,0.256022343768181
366,2004-05-01,France_cpi,0.371445153801507
367,2004-06-01,France_cpi,0.0346941135653946
368,2004-07-01,France_cpi,-0.161849710982654
369,2004-08-01,France_cpi,0.220009263547927
370,2004-09-01,France_cpi,0.0924321201617589
371,2004-10-01,France_cpi,0.253953595752047
372,2004-11-01,France_cpi,0.0575705238917866
373,2004-12-01,France_cpi,0.11507479861909
374,2005-01-01,France_cpi,-0.551724137931038
375,2005-02-01,France_cpi,0.6125751271382309
376,2005-03-01,France_cpi,0.63182079264791
377,2005-04-01,France_cpi,0.194063926940631
378,2005-05-01,France_cpi,0.0683604876381503
379,2005-06-01,France_cpi,0.113856313332587
380,2005-07-01,France_cpi,-0.1478448766064
381,2005-08-01,France_cpi,0.387243735763106
382,2005-09-01,France_cpi,0.385749943272062
383,2005-10-01,France_cpi,-0.0226039783001909
384,2005-11-01,France_cpi,-0.203481799683463
385,2005-12-01,France_cpi,0.124603534209333
386,2006-01-01,France_cpi,-0.1018214730173109
387,2006-02-01,France_cpi,0.385050962627414
388,2006-03-01,France_cpi,0.28203971119133
389,2006-04-01,France_cpi,0.427494656316786
390,2006-05-01,France_cpi,0.425674918785722
391,2006-06-01,France_cpi,0.0
392,2006-07-01,France_cpi,-0.167317345231462
393,2006-08-01,France_cpi,0.335195530726257
394,2006-09-01,France_cpi,-0.222717149220503
395,2006-10-01,France_cpi,-0.223214285714261
396,2006-11-01,France_cpi,0.1118568232662069
397,2006-12-01,France_cpi,0.2346368715083789
398,2007-01-01,France_cpi,-0.345557908817287
399,2007-02-01,France_cpi,0.1901565995525519
400,2007-03-01,France_cpi,0.4242491905772179
401,2007-04-01,France_cpi,0.489160644802664
402,2007-05-01,France_cpi,0.2433897555039249
403,2007-06-01,France_cpi,0.121399404039288
404,2007-07-01,France_cpi,-0.2535273368606789
405,2007-08-01,France_cpi,0.4088849596640549
406,2007-09-01,France_cpi,0.11005943209333
407,2007-10-01,France_cpi,0.252858399296403
408,2007-11-01,France_cpi,0.548305735277991
409,2007-12-01,France_cpi,0.3708147017122871
410,2008-01-01,France_cpi,-0.119526241443007
411,2008-02-01,France_cpi,0.217580504786771
412,2008-03-01,France_cpi,0.749023013460705
413,2008-04-01,France_cpi,0.334015731063462
414,2008-05-01,France_cpi,0.536941580756014
415,2008-06-01,France_cpi,0.3631702627643621
416,2008-07-01,France_cpi,-0.2128565346956039
417,2008-08-01,France_cpi,-0.031996587030725
418,2008-09-01,France_cpi,-0.0640136562466589
419,2008-10-01,France_cpi,-0.053378883313767
420,2008-11-01,France_cpi,-0.469985045930352
421,2008-12-01,France_cpi,-0.2468340845675119
422,2009-01-01,France_cpi,-0.408821947283488
423,2009-02-01,France_cpi,0.378092254510107
424,2009-03-01,France_cpi,0.182953077916491
425,2009-04-01,France_cpi,0.161134386077983
426,2009-05-01,France_cpi,0.150150150150146
427,2009-06-01,France_cpi,0.1285071749839459
428,2009-07-01,France_cpi,-0.449197860962577
429,2009-08-01,France_cpi,0.515685431886552
430,2009-09-01,France_cpi,-0.245831551945272
431,2009-10-01,France_cpi,0.0964320154291238
432,2009-11-01,France_cpi,0.1391564975379969
433,2009-12-01,France_cpi,0.267236771779791
434,2010-01-01,France_cpi,-0.223880597014913
435,2010-02-01,France_cpi,0.555614916123516
436,2010-03-01,France_cpi,0.488789714164269
437,2010-04-01,France_cpi,0.253780268584125
438,2010-05-01,France_cpi,0.116021516717645
439,2010-06-01,France_cpi,-0.0105351875263485
440,2010-07-01,France_cpi,-0.2844800337161439
441,2010-08-01,France_cpi,0.232459847844461
442,2010-09-01,France_cpi,-0.0737929580434243
443,2010-10-01,France_cpi,0.126595632450666
444,2010-11-01,France_cpi,0.115899272995468
445,2010-12-01,France_cpi,0.452536308145662
446,2011-01-01,France_cpi,-0.240963855421683
447,2011-02-01,France_cpi,0.472589792060486
448,2011-03-01,France_cpi,0.815302602696773
449,2011-04-01,France_cpi,0.342146189735611
450,2011-05-01,France_cpi,0.0516635668526613
451,2011-06-01,France_cpi,0.0826190230300436
452,2011-07-01,France_cpi,-0.4437106593746629
453,2011-08-01,France_cpi,0.518242122719735
454,2011-09-01,France_cpi,-0.0721798308929826
455,2011-10-01,France_cpi,0.237333608502743
456,2011-11-01,France_cpi,0.277949351451506
457,2011-12-01,France_cpi,0.400369571912536
458,2012-01-01,France_cpi,-0.347648261758698
459,2012-02-01,France_cpi,0.410424789657307
460,2012-03-01,France_cpi,0.827713059472716
461,2012-04-01,France_cpi,0.131752305665346
462,2012-05-01,France_cpi,-0.0506072874493871
463,2012-06-01,France_cpi,0.0303797468354397
464,2012-07-01,France_cpi,-0.435310791658239
465,2012-08-01,France_cpi,0.660904931367571
466,2012-09-01,France_cpi,-0.242424242424238
467,2012-10-01,France_cpi,0.1822600243013279
468,2012-11-01,France_cpi,-0.151607034566387
469,2012-12-01,France_cpi,0.313796943010414
470,2013-01-01,France_cpi,-0.504540867810293
471,2013-02-01,France_cpi,0.283975659229211
472,2013-03-01,France_cpi,0.758495145631063
473,2013-04-01,France_cpi,-0.150557061126161
474,2013-05-01,France_cpi,0.0603136308805835
475,2013-06-01,France_cpi,0.160739401245724
476,2013-07-01,France_cpi,-0.300902708124362
477,2013-08-01,France_cpi,0.462776659959752
478,2013-09-01,France_cpi,-0.230322451432013
479,2013-10-01,France_cpi,-0.130482786309341
480,2013-11-01,France_cpi,-0.0402010050251324
481,2013-12-01,France_cpi,0.341845968228441
482,2014-01-01,France_cpi,-0.561122244488983
483,2014-02-01,France_cpi,0.5542120112857889
484,2014-03-01,France_cpi,0.450946988676204
485,2014-04-01,France_cpi,-0.0399042298483595
486,2014-05-01,France_cpi,0.0199600798403172
487,2014-06-01,France_cpi,-0.0399121931750106
488,2014-07-01,France_cpi,-0.319425034937111
489,2014-08-01,France_cpi,0.440616863609037
490,2014-09-01,France_cpi,-0.378863409770668
491,2014-10-01,France_cpi,0.030024019215369
492,2014-11-01,France_cpi,-0.170085042521264
493,2014-12-01,France_cpi,0.0801763880537205
494,2015-01-01,France_cpi,-1.00140196274785
495,2015-02-01,France_cpi,0.667610762694714
496,2015-03-01,France_cpi,0.653135048231518
497,2015-04-01,France_cpi,0.1098133173604969
498,2015-05-01,France_cpi,0.2393298763462039
499,2015-06-01,France_cpi,-0.0795861520095416
500,2015-07-01,France_cpi,-0.408203902827558
501,2015-08-01,France_cpi,0.319904028791372
502,2015-09-01,France_cpi,-0.398604882909816
503,2015-10-01,France_cpi,0.0600300150074971
504,2015-11-01,France_cpi,-0.189981001899811
505,2015-12-01,France_cpi,0.2203967140853739
506,2016-01-01,France_cpi,-0.959616153538601
507,2016-02-01,France_cpi,0.252321356479607
508,2016-03-01,France_cpi,0.694654183026278
509,2016-04-01,France_cpi,0.0699860027994546
510,2016-05-01,France_cpi,0.409631331801378
511,2016-06-01,France_cpi,0.1293532338308319
512,2016-07-01,France_cpi,-0.377620987777007
513,2016-08-01,France_cpi,0.329177057356617
514,2016-09-01,France_cpi,-0.238616027043146
515,2016-10-01,France_cpi,0.0298983456248721
516,2016-11-01,France_cpi,-0.0199262727906723
517,2016-12-01,France_cpi,0.298953662182373
518,2017-01-01,France_cpi,-0.238450074515666
519,2017-02-01,France_cpi,0.11951000896326
520,2017-03-01,France_cpi,0.6366258828210439
521,2017-04-01,France_cpi,0.0889591776218368
522,2017-05-01,France_cpi,0.0493778392257499
523,2017-06-01,France_cpi,0.0098706939097588
