,date,sector,GVA
2210,6/30/22,Activities of households as employers,592
2211,9/30/22,Activities of households as employers,544
2212,12/31/22,Activities of households as employers,549
2213,3/31/23,Activities of households as employers,515
2214,6/30/23,Activities of households as employers,519
2215,9/30/23,Activities of households as employers,539
2216,12/31/23,Activities of households as employers,507
2217,3/31/24,Activities of households as employers,513
2218,6/30/24,Activities of households as employers,517
2219,9/30/24,Activities of households as employers,524
2220,3/31/97,Total GVA,215309
2221,6/30/97,Total GVA,212929
2222,9/30/97,Total GVA,214844
2223,12/31/97,Total GVA,218813
2224,3/31/98,Total GVA,220691
2225,6/30/98,Total GVA,223935
2226,9/30/98,Total GVA,226916
2227,12/31/98,Total GVA,228249
2228,3/31/99,Total GVA,229391
2229,6/30/99,Total GVA,230300
2230,9/30/99,Total GVA,235821
2231,12/31/99,Total GVA,240673
2232,3/31/00,Total GVA,242842
2233,6/30/00,Total GVA,244818
2234,9/30/00,Total GVA,248364
2235,12/31/00,Total GVA,251491
2236,3/31/01,Total GVA,254589
2237,6/30/01,Total GVA,257586
2238,9/30/01,Total GVA,259687
2239,12/31/01,Total GVA,259255
2240,3/31/02,Total GVA,262057
2241,6/30/02,Total GVA,266041
2242,9/30/02,Total GVA,270235
2243,12/31/02,Total GVA,273824
2244,3/31/03,Total GVA,276866
2245,6/30/03,Total GVA,280705
2246,9/30/03,Total GVA,285537
2247,12/31/03,Total GVA,289784
2248,3/31/04,Total GVA,289549
2249,6/30/04,Total GVA,296234
2250,9/30/04,Total GVA,299379
2251,12/31/04,Total GVA,304251
2252,3/31/05,Total GVA,307344
2253,6/30/05,Total GVA,311546
2254,9/30/05,Total GVA,316675
2255,12/31/05,Total GVA,324341
2256,3/31/06,Total GVA,327266
2257,6/30/06,Total GVA,330002
2258,9/30/06,Total GVA,331145
2259,12/31/06,Total GVA,337514
2260,3/31/07,Total GVA,339596
2261,6/30/07,Total GVA,346175
2262,9/30/07,Total GVA,350652
2263,12/31/07,Total GVA,353735
2264,3/31/08,Total GVA,359829
2265,6/30/08,Total GVA,365249
2266,9/30/08,Total GVA,363020
2267,12/31/08,Total GVA,353925
2268,3/31/09,Total GVA,351894
2269,6/30/09,Total GVA,350402
2270,9/30/09,Total GVA,353237
2271,12/31/09,Total GVA,354645
2272,3/31/10,Total GVA,357801
2273,6/30/10,Total GVA,361515
2274,9/30/10,Total GVA,364362
2275,12/31/10,Total GVA,365325
2276,3/31/11,Total GVA,370108
2277,6/30/11,Total GVA,368684
2278,9/30/11,Total GVA,371181
2279,12/31/11,Total GVA,374350
2280,3/31/12,Total GVA,379142
2281,6/30/12,Total GVA,378141
2282,9/30/12,Total GVA,385584
2283,12/31/12,Total GVA,388743
2284,3/31/13,Total GVA,392041
2285,6/30/13,Total GVA,395117
2286,9/30/13,Total GVA,399790
2287,12/31/13,Total GVA,402883
2288,3/31/14,Total GVA,407734
2289,6/30/14,Total GVA,412700
2290,9/30/14,Total GVA,418359
2291,12/31/14,Total GVA,421960
2292,3/31/15,Total GVA,424614
2293,6/30/15,Total GVA,426268
2294,9/30/15,Total GVA,428637
2295,12/31/15,Total GVA,429511
2296,3/31/16,Total GVA,433985
2297,6/30/16,Total GVA,440343
2298,9/30/16,Total GVA,446303
2299,12/31/16,Total GVA,453999
2300,3/31/17,Total GVA,459562
2301,6/30/17,Total GVA,461265
2302,9/30/17,Total GVA,465831
2303,12/31/17,Total GVA,470106
2304,3/31/18,Total GVA,472281
2305,6/30/18,Total GVA,478098
2306,9/30/18,Total GVA,483319
2307,12/31/18,Total GVA,486591
2308,3/31/19,Total GVA,490069
2309,6/30/19,Total GVA,496059
2310,9/30/19,Total GVA,502452
2311,12/31/19,Total GVA,507128
2312,3/31/20,Total GVA,500240
2313,6/30/20,Total GVA,420693
2314,9/30/20,Total GVA,483584
2315,12/31/20,Total GVA,492638
2316,3/31/21,Total GVA,488378
2317,6/30/21,Total GVA,509091
2318,9/30/21,Total GVA,518434
2319,12/31/21,Total GVA,532029
2320,3/31/22,Total GVA,549343
2321,6/30/22,Total GVA,563542
2322,9/30/22,Total GVA,573090
2323,12/31/22,Total GVA,580107
2324,3/31/23,Total GVA,585767
2325,6/30/23,Total GVA,592032
2326,9/30/23,Total GVA,593635
2327,12/31/23,Total GVA,597271
2328,3/31/24,Total GVA,604122
2329,6/30/24,Total GVA,615023
2330,9/30/24,Total GVA,618036
